job_id,job_role,company,experience,salary,location,rating,reviews,resposibilities,posted_on,job_link,company_link
050123500341,Manager - Business Loans,BAJAJ FINSERVE,1-5 Yrs,Not disclosed,"Mumbai, Ghaziabad, New Delhi, Hyderabad/Secunderabad, Chennai, Ahmedabad, Bangalore/Bengaluru",4.0,5164 Reviews,"Analytical skills,Loans,PMP,Employee development,Insurance sales,Operational risk,Channel management,Sales training",2 Days Ago,https://www.naukri.com/job-listings-manager-business-loans-bajaj-finserv-ltd-mumbai-ghaziabad-new-delhi-hyderabad-secunderabad-chennai-ahmedabad-bangalore-bengaluru-1-to-5-years-050123500341,https://www.naukri.com/bajaj-finserve-jobs-careers-49075
020123501437,Check Cabin Attendant (Airbus),Agile Airport Services,0-3 Yrs,Not disclosed,"Mumbai, New Delhi, Hyderabad/Secunderabad, Lucknow, Chennai, Bangalore/Bengaluru",3.9,56 Reviews,"Usage,C,Cabin,Compliance,Customer service,LCA,Monitoring,Customer interaction",4 Days Ago,https://www.naukri.com/job-listings-check-cabin-attendant-airbus-indigo-airlines-pvt-ltd-mumbai-new-delhi-hyderabad-secunderabad-lucknow-chennai-bangalore-bengaluru-0-to-3-years-020123501437,https://www.naukri.com/agile-airport-services-jobs-careers-1853194
040123501084,Sr. Manager Business Development,TATA STEEL,5-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Pune, Bangalore/Bengaluru",3.8,226 Reviews,"Industry research,business opportunity,Sales,Compliance,Risk assessment,Service industry,Marketing planning,Digital marketing",3 Days Ago,https://www.naukri.com/job-listings-sr-manager-business-development-tata-steel-kolkata-mumbai-new-delhi-pune-bangalore-bengaluru-5-to-12-years-040123501084,https://www.naukri.com/jamshedpur-utility-services-jusco-jobs-careers-51980
161222005699,Test Manager,Infogain,10-14 Yrs,Not disclosed,"Hybrid - Noida, Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",3.8,601 Reviews,"Test Planning,Test Estimation,Test Strategy,Test Metrics",1 Day Ago,https://www.naukri.com/job-listings-test-manager-infogain-noida-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-10-to-14-years-161222005699,https://www.naukri.com/infogain-jobs-careers-571
060123009464,UI UX Designer,Publicis Groupe,2-4 Yrs,"6,00,000 - 8,00,000 PA.","Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",4.1,16 Reviews,"Confluence,figma,sketch,JIRA,ux design,CSS,HTML,Ui Design Principles",1 Day Ago,https://www.naukri.com/job-listings-ui-ux-designer-publicis-groupe-pune-gurgaon-gurugram-bangalore-bengaluru-mumbai-all-areas-2-to-4-years-060123009464,https://www.naukri.com/tlg-gaming-jobs-careers-0
060123007052,Data Analyst,Publicis Groupe,3-5 Yrs,"8,00,000 - 12,00,000 PA.","Pune, Ahmedabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",4.1,16 Reviews,"Big query,Data Mining,SQL,Statistical Modeling,Data Analytics,data analysis,Power Bi,Tableau",1 Day Ago,https://www.naukri.com/job-listings-data-analyst-publicis-groupe-pune-ahmedabad-gurgaon-gurugram-bangalore-bengaluru-mumbai-all-areas-3-to-5-years-060123007052,https://www.naukri.com/tlg-gaming-jobs-careers-0
060123007044,Platform Engineer,Infogain,6-8 Yrs,Not disclosed,"Hybrid - Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",3.8,601 Reviews,"Iac,azure",1 Day Ago,https://www.naukri.com/job-listings-platform-engineer-infogain-noida-pune-gurgaon-gurugram-bangalore-bengaluru-mumbai-all-areas-6-to-8-years-060123007044,https://www.naukri.com/infogain-jobs-careers-571
060123006976,DevOps Lead,Infogain,8-10 Yrs,Not disclosed,"Hybrid - Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",3.8,601 Reviews,"Elastic Search,New Relic,Root cause analysis,Elastic,Datadog",1 Day Ago,https://www.naukri.com/job-listings-devops-lead-infogain-noida-pune-gurgaon-gurugram-bangalore-bengaluru-mumbai-all-areas-8-to-10-years-060123006976,https://www.naukri.com/infogain-jobs-careers-571
060123006891,Microservices Architect,Infogain,12-14 Yrs,Not disclosed,"Hybrid - Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",3.8,601 Reviews,"Spring Boot,Microservices",1 Day Ago,https://www.naukri.com/job-listings-microservices-architect-infogain-noida-pune-gurgaon-gurugram-bangalore-bengaluru-mumbai-all-areas-12-to-14-years-060123006891,https://www.naukri.com/infogain-jobs-careers-571
040123005650,Python Software Developer (Immediate joiners only female),Capgemini,4-6 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3.9,23762 Reviews,"Python 3x,relational mapping,Artificial Intelligence,Machine Learning,Multi Threading,Pyramid,ORM,JavaScript",3 Days Ago,https://www.naukri.com/job-listings-python-software-developer-immediate-joiners-only-female-capgemini-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-6-years-040123005650,https://www.naukri.com/capgemini-jobs-careers-649
030123907663,Bid Manager,Hexaware Technologies,3-8 Yrs,Not disclosed,"Hybrid - Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"bid management,rfi,presentation skills,bidding process,oral communication,rfp",4 Days Ago,https://www.naukri.com/job-listings-bid-manager-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-030123907663,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907658,DevOps Enterprise Architect,Hexaware Technologies,10-20 Yrs,Not disclosed,"Noida, Navi Mumbai, Pune, Chennai, Bangalore/Bengaluru",3.7,3172 Reviews,"Jenkins,Cloud Formation Aws,AWS,ECS,CI / CD,PowerShell,EKS,Groovy",4 Days Ago,https://www.naukri.com/job-listings-devops-enterprise-architect-hexaware-technologies-noida-navi-mumbai-pune-chennai-bangalore-bengaluru-10-to-20-years-030123907658,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907648,Opportunity For Snow Leads / Snow Architects,Hexaware Technologies,7-12 Yrs,Not disclosed,"Hybrid - Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"snow,HRSD,ITSM,GRC,ITOM,servicenow,Architects,leads",4 Days Ago,https://www.naukri.com/job-listings-opportunity-for-snow-leads-snow-architects-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-7-to-12-years-030123907648,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907644,Looking For Service Now Admin,Hexaware Technologies,5-10 Yrs,Not disclosed,"Temp. WFH - Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"Web Technologies,Inbound,Service Catalog,Service Now,SOAP,Web Services,REST,Design Development",4 Days Ago,https://www.naukri.com/job-listings-looking-for-service-now-admin-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907644,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907643,Looking For Service Now portal,Hexaware Technologies,5-10 Yrs,Not disclosed,"Temp. WFH - Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"Unit Testing,User Interface Designing,Customer Service,Flow Diagrams,Version Control,Technical Leadership,Functional Design,Agile Development",4 Days Ago,https://www.naukri.com/job-listings-looking-for-service-now-portal-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907643,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907642,Looking For Service Now Architect,Hexaware Technologies,5-10 Yrs,Not disclosed,"Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"Javascript,Web Services,Java,Business Rules,Web Technologies,XML,MySQL,HTML",4 Days Ago,https://www.naukri.com/job-listings-looking-for-service-now-architect-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907642,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907637,Azure Architect,Hexaware Technologies,12-22 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3.7,3172 Reviews,"Azure,Synapse,Snowflake,Big Data,azure data factory,CI / CD,SQL queries,PaaS",4 Days Ago,https://www.naukri.com/job-listings-azure-architect-hexaware-technologies-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-12-to-22-years-030123907637,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907624,Hot opening from Hexaware For ServiceNow Lead & Senior Developer,Hexaware Technologies,5-10 Yrs,Not disclosed,"Temp. WFH - Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"Servicenow,Javascript,Server Management",4 Days Ago,https://www.naukri.com/job-listings-hot-opening-from-hexaware-for-servicenow-lead-senior-developer-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907624,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907622,DevOps Architect - Hexaware Technologies,Hexaware Technologies,10-15 Yrs,Not disclosed,"Temp. WFH - Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3.7,3172 Reviews,"Jenkins,GIT,Terraform,SonarQube,Docker,AWS Cloud,Kubernetes,Ansible",4 Days Ago,https://www.naukri.com/job-listings-devops-architect-hexaware-technologies-hexaware-technologies-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-10-to-15-years-030123907622,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907620,Hiring Microsoft Dynamics Finance Functional Consultant,Hexaware Technologies,5-10 Yrs,Not disclosed,"Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"d365,Finance,Microsoft Dynamics AX,AX,written communication,MS Dynamics,verbal,Dynamics 365",4 Days Ago,https://www.naukri.com/job-listings-hiring-microsoft-dynamics-finance-functional-consultant-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907620,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907619,Hiring Microsoft Dynamics SCM Functional Consultant,Hexaware Technologies,5-10 Yrs,"5,00,000 - 15,00,000 PA.","Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"d365,Axapta,X++,Data Migration,AX 2009,Dynamics 365,Order Management,Management",4 Days Ago,https://www.naukri.com/job-listings-hiring-microsoft-dynamics-scm-functional-consultant-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907619,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907618,AWS Architect,Hexaware Technologies,12-22 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3.7,3172 Reviews,"AWS,Written,Redshift,CI / CD,Profisee MDM,RDS,DynamoDB,AWS Kinesis",4 Days Ago,https://www.naukri.com/job-listings-aws-architect-hexaware-technologies-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-12-to-22-years-030123907618,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
020123906426,Azure Data Engineer,Fractal Analytics,10-20 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",4.1,344 Reviews,Data Engineer,5 Days Ago,https://www.naukri.com/job-listings-azure-data-engineer-fractal-analytics-pvt-ltd-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-10-to-20-years-020123906426,https://www.naukri.com/fractal-analytics-jobs-careers-439
020123906425,Senior data Scientist,Fractal Analytics,10-20 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",4.1,344 Reviews,Data Scientist,5 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-fractal-analytics-pvt-ltd-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-10-to-20-years-020123906425,https://www.naukri.com/fractal-analytics-jobs-careers-439
020123906424,Data Scientist,Fractal Analytics,10-20 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",4.1,344 Reviews,Data Scientist,5 Days Ago,https://www.naukri.com/job-listings-data-scientist-fractal-analytics-pvt-ltd-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-10-to-20-years-020123906424,https://www.naukri.com/fractal-analytics-jobs-careers-439
140722008754,Siebel Developer (Open UI),Trigyn Technologies,5-10 Yrs,Not disclosed,"Temp. WFH - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",3.8,102 Reviews,"Siebel Tools,siebel escript,siebel eai,siebel workflows,Oracle Bi Publisher",2 Days Ago,https://www.naukri.com/job-listings-siebel-developer-open-ui-trigyn-technologies-pune-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-140722008754,https://www.naukri.com/trigyn-technologies-jobs-careers-8407
030123907662,Hexaware is looking For Snowflake Data Engineer,Hexaware Technologies,3-6 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",3.7,3172 Reviews,"Snowflake,AWS,SQL,Python,ETL,data management,PySpark,Snowflake Data",4 Days Ago,https://www.naukri.com/job-listings-hexaware-is-looking-for-snowflake-data-engineer-hexaware-technologies-mumbai-pune-chennai-bangalore-bengaluru-3-to-6-years-030123907662,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907657,AEM Developer / Lead,Hexaware Technologies,6-9 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"AEM Experience manager,Adobe CQ,TDD,Agile methodology,AEM,Web Services,Java Server,testing",4 Days Ago,https://www.naukri.com/job-listings-aem-developer-lead-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-6-to-9-years-030123907657,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907656,SAP CPI Consultant,Hexaware Technologies,4-9 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,Sap Cpi,4 Days Ago,https://www.naukri.com/job-listings-sap-cpi-consultant-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-9-years-030123907656,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907655,GCP Data Engineer,Hexaware Technologies,4-9 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas), Chennai, Tamil Nadu",3.7,3172 Reviews,"Data Engineering,gcp,etl,SQL,Pub,Elasticsearch,analytical,Apache Solr",4 Days Ago,https://www.naukri.com/job-listings-gcp-data-engineer-hexaware-technologies-pune-bangalore-bengaluru-mumbai-all-areas-chennai-tamil-nadu-4-to-9-years-030123907655,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907652,Excellent job opportunity For Guidewire Developers,Hexaware Technologies,3-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"Guidewire Development,Guidewire Developer,Guidewire",4 Days Ago,https://www.naukri.com/job-listings-excellent-opportunity-for-guidewire-developers-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-030123907652,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907650,Hexaware is looking For Guidewire Developers,Hexaware Technologies,3-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,Guidewire Developer,4 Days Ago,https://www.naukri.com/job-listings-hexaware-is-looking-for-guidewire-developers-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-030123907650,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907647,Hexaware is looking For MSBI Tech Lead,Hexaware Technologies,14-18 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"Power Bi,Architecture,Etl Reporting,cube,etl,solution development",4 Days Ago,https://www.naukri.com/job-listings-hexaware-is-looking-for-msbi-tech-lead-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-14-to-18-years-030123907647,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907646,Hexaware is looking For Guidewire Associates,Hexaware Technologies,2-7 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"guidewire,communication,Guidewire Policy",4 Days Ago,https://www.naukri.com/job-listings-hexaware-is-looking-for-guidewire-associates-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-2-to-7-years-030123907646,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907645,Hexaware - Hiring Guidewire Business Analyst - Get in Touch!,Hexaware Technologies,5-10 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",3.7,3172 Reviews,"Guidewire,analytical,Pre - Sales,Business Analyst,Insurance",4 Days Ago,https://www.naukri.com/job-listings-hexaware-hiring-guidewire-business-analyst-get-in-touch-hexaware-technologies-mumbai-pune-chennai-bangalore-bengaluru-5-to-10-years-030123907645,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907640,SAP Ariba Consultant,Hexaware Technologies,5-10 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"sap,procurement,Sap Ariba,ariba,procure to pay,S / 4 HANA,Central Procurement,SAP Procure",4 Days Ago,https://www.naukri.com/job-listings-sap-ariba-consultant-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907640,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907639,Hexaware looking For MSBI Tech Lead,Hexaware Technologies,14-18 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",3.7,3172 Reviews,"Business Intelligence,Data Warehousing,cube,etl,technical design,Power Bi",4 Days Ago,https://www.naukri.com/job-listings-hexaware-looking-for-msbi-tech-lead-hexaware-technologies-mumbai-pune-chennai-bangalore-bengaluru-14-to-18-years-030123907639,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907638,Hexaware is looking For Azure Data Engineer,Hexaware Technologies,9-12 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",3.7,3172 Reviews,"azure data lake,SQL Database,SQL,azure data factory,programming",4 Days Ago,https://www.naukri.com/job-listings-hexaware-is-looking-for-azure-data-engineer-hexaware-technologies-mumbai-pune-chennai-bangalore-bengaluru-9-to-12-years-030123907638,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907636,SAP CRM Functional Consultant,Hexaware Technologies,4-8 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,SAP CRM,4 Days Ago,https://www.naukri.com/job-listings-sap-crm-functional-consultant-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-8-years-030123907636,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907635,Hexaware Hiring --SAP Ariba Consultant,Hexaware Technologies,5-9 Yrs,"6,00,000 - 16,00,000 PA.","Mumbai, Pune, Chennai, Bangalore/Bengaluru",3.7,3172 Reviews,"procurement,Sap Ariba,procure to pay,S / 4 HANA,Ariba,SAP Procure",4 Days Ago,https://www.naukri.com/job-listings-hexaware-hiring-sap-ariba-consultant-hexaware-technologies-mumbai-pune-chennai-bangalore-bengaluru-5-to-9-years-030123907635,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907634,SAP ABAP HR Consultant-Immediate opening,Hexaware Technologies,6-11 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"SAP ABAP HR,communication,ABAP OO,Analysis,Debugging,XML,SAP Query,HCM",4 Days Ago,https://www.naukri.com/job-listings-sap-abap-hr-consultant-immediate-opening-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-030123907634,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907632,SAP HCM Payroll Consultant,Hexaware Technologies,6-11 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"us payroll,sap hcm,communication",4 Days Ago,https://www.naukri.com/job-listings-sap-hcm-payroll-consultant-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-030123907632,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907631,SAP Security Consultant,Hexaware Technologies,5-10 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"sap security,communication,analytical",4 Days Ago,https://www.naukri.com/job-listings-sap-security-consultant-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907631,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907630,SAP CPI Consultant,Hexaware Technologies,5-10 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"cpi,groovy,sap",4 Days Ago,https://www.naukri.com/job-listings-sap-cpi-consultant-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-030123907630,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907625,Markit Edm Developer,Hexaware Technologies,3-8 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",3.7,3172 Reviews,"Markit Edm,MEDM,communication,SQL server,troubleshooting,JIRA,UI,CI - CD",4 Days Ago,https://www.naukri.com/job-listings-markit-edm-developer-hexaware-technologies-mumbai-pune-chennai-bangalore-bengaluru-3-to-8-years-030123907625,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907621,SAP Basis Consultant-Immediate Opening,Hexaware Technologies,9-14 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"solman,sap netweaver,Oracle DBA,SAP Basis,SAP Basis Administration,sap hana",4 Days Ago,https://www.naukri.com/job-listings-sap-basis-consultant-immediate-opening-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-9-to-14-years-030123907621,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907617,ETL Developer /Informatica with Hexaware!!,Hexaware Technologies,4-6 Yrs,"5,00,000 - 14,00,000 PA.","Temp. WFH - Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"Bi,Data Warehousing,Informatica,Communication,ETL,ITIL",4 Days Ago,https://www.naukri.com/job-listings-etl-developer-informatica-with-hexaware-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-6-years-030123907617,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123907616,Java Cloud Engineer,Hexaware Technologies,6-11 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"SAAS,Struts,Hibernate,communication,Azure,RESTful Http,SQS,Angular CLI",4 Days Ago,https://www.naukri.com/job-listings-java-cloud-engineer-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-6-to-11-years-030123907616,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
030123011022,ORMB Developer,Oracle,3-8 Yrs,Not disclosed,"Hybrid - Mumbai, Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",3.9,3841 Reviews,"Oracle Revenue Management and Billing,ORMB,Java,PLSQL",3 Days Ago,https://www.naukri.com/job-listings-ormb-developer-oracle-mumbai-pune-bangalore-bengaluru-trivandrum-thiruvananthapuram-3-to-8-years-030123011022,https://www.naukri.com/oracle-jobs-careers-6101
030123008652,Hyperion Consultant,Hexaware Technologies,4-9 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3.7,3172 Reviews,"communication,FDMEE,Hyperion,DRM,Oracle Hyperion Planning,SQL,written,Oracle Hyperion Essbase",4 Days Ago,https://www.naukri.com/job-listings-hyperion-consultant-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-9-years-030123008652,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
021122006716,CitiusTech- HL7 Developer,Citiustech,3-8 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",4.0,742 Reviews,"HL7,fhir,us healthcare,Mirth,CCDA,Cloverleaf,Ensemble,communication",5 Days Ago,https://www.naukri.com/job-listings-citiustech-hl7-developer-citiustech-pune-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-021122006716,https://www.naukri.com/citiustech-jobs-careers-142075
030123907548,Data Engineer,Hexaware Technologies,6-10 Yrs,Not disclosed,"Temp. WFH - Pune, Chennai, Mumbai (All Areas)",3.7,3172 Reviews,"ETL,Python,SQL,VSTS,CI / CD,Azure,DevOps,Teradata",4 Days Ago,https://www.naukri.com/job-listings-data-engineer-hexaware-technologies-pune-chennai-mumbai-all-areas-6-to-10-years-030123907548,https://www.naukri.com/hexaware-technologies-jobs-careers-9815
301222913660,Mobility Compliance Senior Analyst,Accenture,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",4.1,32096 Reviews,"Business process,Consulting,Auditing,Business operations,Customer interaction,Operational excellence,HP data protector,Standard operating procedures",7 Days Ago,https://www.naukri.com/job-listings-mobility-compliance-senior-analyst-accenture-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-4-to-7-years-301222913660,https://www.naukri.com/accenture-jobs-careers-7682
301222907294,Content Developer Associate Manager,Accenture,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, delhi ncr",4.1,32096 Reviews,"Product management,Business process,Consulting,Agile,Proposal development,Interpersonal skills,Team leading,sales enablement",8 Days Ago,https://www.naukri.com/job-listings-content-developer-associate-manager-accenture-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-2-to-5-years-301222907294,https://www.naukri.com/accenture-jobs-careers-7682
301222006028,Azure DevOps Engineer,Tech Mahindra,6-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3.7,21417 Reviews,"kubernetes,scipting,Arm Templates,Azure DevOps,azure cloud,AKS,PowerShell,Python",8 Days Ago,https://www.naukri.com/job-listings-azure-devops-engineer-tech-mahindra-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-10-years-301222006028,https://www.naukri.com/tech-mahindra-jobs-careers-1066
